_id,Company,Number,Category,Domain,Title,Description,Youtube,Dataset,Logo
5e00fa83b13f24e35733b380,Bajaj Fin Serv,AP63,Software,Healthcare & Biomedical Devices,Voice Prescription,Design an app to write formatted prescriptions based on dictation from doctor. Refer attachment for more detail. The app should provide facility to sign the prescription and also send to the patient directly on his phone and email id. The method of storing the medical records (EHR) should follow relevant compliance laws like HIPAA.,"
 
","
VoicePrescriptionproblemstatement20191216142040.pdf
",/storage/company_logo/BajajFinServ.png
5e00fa83b13f24e35733b381,GE Healthcare,UP125,Hardware,Healthcare & Biomedical Devices,Warm patient mattress,"Humans normally maintain a body temperature at 37C, and maintenance of this relatively high temperature is critical to human survival. Our bodies are designed to tightly control our internal temperature, no matter what the external temperature is.Operatingtemperaturein aCT/MRI/PETexamroom is normally between 18deg C to 26 Deg C and kept on an average 22Deg C. Since room temperature is lower than your body temperature,contact surface of medical device (mattress, pad, support surfaces etc..) quickly absorb the heat from patients skin, making patientfeel cold.This discomfort to patient during medical imaging /Interventional procedures increases the negative patient outcome due to patient shivering  unintended patient motion. Due to this cold temperature, patients may activate brown fat at contact surface which contains adrenergic receptors and generates heat by metabolizing glucose. This can show up on scans and potentially hide true lesions in PET imaging.Currently hospitals uses blankets to cover or to enfold a great portion of the Patient's body during scan to trap radiant bodily heatand keeping the body warm. Hospitals uses a lot of blankets as each patient requires a new / washed blanket.. busy centers will go through on avg. 10 blankets in a day.Key Constraints:User adjustable temperatureAutomated temperature control to set temperature  Range 20C 40C. Quick response to set temperature within 3 min.Mattress/Pad material: Radiolucency , MR Compatibility, Biocompatible and Easy to clean.Comfortable foam padMattress/pad size: 2mtr length x 0.42 mtr widthOn/Off switch and IndicatorAccurate measurement of temperature of warm mattress/bed (Tolerance /1 Deg)Current temperature display of the heating pad/mattress all the time.Fail safe heating mechanismredundant temperature cut off mechanismGoal : Develop a 2 meter long warm patient mattress/pad to provide mild warmness to patients during Imaging systems (PET/CT/MRI/Interventional Imaging Systems)","
 
","
                                                                                                                       NA
                                                                                                                                                                                ",/storage/company_logo/GEHealthcare.jpg
5e00fa83b13f24e35733b382,TCI,PU131,Software,Miscellaneous,PREDICTION OF TARIFF RATE,1.Project StatementTo predict the tariff rate for next session (monthly/weekly/daily/hourly) for part truck load (Sundry and LTL).<ul><li>Project Scope</li></ul>The predicting system must include the following:<ul><li>Ability to predict tariff rate for sundry based on historical data</li><li>Ability to incorporate external factors listed under factors heading below</li><li>Ability to incorporate automated routing and notifications based on existing business rules</li><li>Deliverables</li></ul>The project is for TCI Freight division. This project is aimed to automate the generation of tariff rates for part truck load.Factors (to be included)<ul><li>Seasonal Impact: Climatic Influences</li><li>Seasonal Impact: Natural calamities</li><li>Seasonal Impact: Festivals</li><li>Fuel Cost</li><li>Distance</li><li>Vehicle type/capacity</li><li>Toll charge</li><li>Labor cost: wages and availability</li><li>Demand</li><li>)Customer loyalty</li><li>)Government Regulations</li><li>)Geopolitical events</li><li>)Transit time</li><li>)Nature of Product</li><li>)Security</li><li>)Insurance</li></ul>,"
 https://www.youtube.com/watch?v=ooJhLY1Q4v0
","
                                                                                                                       NA
                                                                                                                                                                                ",/storage/company_logo/TCI.png
5e00fa83b13f24e35733b383,Autodesk,BN147,Software,Smart Vehicles,Ultra Compact Personalized Flying Vehicle,"Is Traffic Jams a big problem in India Can we think an out of the box solution to solve this and make commuting an easy accessible to everyone.Here is an opportunity for you to think Innovative and Design a Personal Air Vehicle (PAV)Abstract:A Personal Air Vehicle (PAV), also Personal Aerial Vehicle, is an emergent aviation market that would provide ondemand aviation services. This term was first used by NASA in 2003 when it established the Personal Air Vehicle Sector Project, as part of the Aeronautics Vehicle Systems Program.In the current situation where most of the population moving towards Metro cities, traffic management has become most critical issue. Stepping ahead from the current transport system, it is important to adopt emerging technologies for newer product innovation. Flying Vehicle or AirCAR, or Quadcopter could be ideal solution for future generation.What we are seeking is an everyone personal flying Vehicle, capable of being flown by ANYONE, ANYWHERE. It should be a vehicle for ALL, young and old, citydweller.Recent advances in propulsion, energy, lightweight materials, and control and stability systems have combined to produce a moment of achievable innovation. The vehicle should function safely in both crowded cities and rural areas; it should be lightweight and manoeuvrable enough so that anyone can move it around.Digital Design Output:Design a PAV using Autodesk Fusion 360 Software (Free for education  Students) system to enable movement of such vehicles safely in the air traffic by allocating paths, height. The system should additionally provide methods to raise and manage SOS calls.The Design should pass through all the below mentioned phasesIdeation/Conceptualization Freeform digital modellingModelling/Designing 3D solid Digital model on Fusion 360Simulation and Analysis should be capable to carry 2 person which is 120 Kg minRendering and Animation Apply colour, lights, background to share aesthetic image of your model.Reference:<ul><li>https://www.autodesk.com/autodeskuniversity/class/MasterFusion360SculptModelingTechnique2017video</li><li>https://www.youtube.com/watchvru9oAaRThC4</li></ul>","
 2.	https://www.youtube.com/watch?v=ru9oAaRThC4
","
                                                                                                                       NA
                                                                                                                                                                                ",/storage/company_logo/Autodesk.png
5e00fa83b13f24e35733b384,Autodesk,BN148,Hardware,Miscellaneous,Design & Manufacturing of Connecting Rod,"Computer Aided Manufacturing(CAM) is the use of software andcomputercontrolled machinery to automate amanufacturingprocess. Based on that definition, you need three components for a CAM system to function:Softwarethat tells a machine how to make a product by generating toolpaths.Machinerythat can turn raw material into a finished product.Post Processingthat converts toolpaths into a language machines can understand.From highefficiency roughing with Adaptive Clearing to simplified control of multiaxis machines with Tool Orientation, Autodesk Fusion 360 makes it easy to program your CNC machine, fast. Manufacture with 2.5, 3, 4, and 5axis milling, probing, turning, millturning, and profiling operations paired with a powerful post engine all included alongside professional design tools. Students are supposed to use Fusion 360 Software to generate NC code with machine details  tool library. Mentor will help to manufacture themetal component using CNC machine  NC code generated by participants.","
 https://www.youtube.com/watch?v=zqJgzPIDuAU
","
                                                                                                                       NA
                                                                                                                                                                                ",/storage/company_logo/Autodesk.png
5e00fa83b13f24e35733b385,ARAI,UK149,Software,Smart Vehicles,Warning System for Driver,"In order to ensure pedestrian safety and vehicle speed limits in areas with high pedestrian density/residential areas, a system to detect the traffic density/ school areas/ residential areas and accordingly warn the driver about the speed limit for vehicles.The participating teams may use vision based systems which sense the speed limit signs or sign boards for schools/hospitals/accident prone areas etc. and may decide upon the safe speed value with which the vehicle need to operate. The system needs to provide a warning to the driver, if the speed limits are breached. For the purpose of demonstration, the warning may be provided using a LCD or a seven segment simple display and a buzzer. The sign boards for the purpose of demonstration needs to be made according to IRC standards and the same can be used by the system for demonstration purposes.","
 https://www.youtube.com/watch?v=4gq5ZkxQGco&featur
","
                                                                                                                       NA
                                                                                                                                                                                ",/storage/company_logo/ARAI.jpg
5e00fa83b13f24e35733b386,ARAI,UK151,Software,Smart Vehicles,Anti Theft Systems for 2 wheelers,"The participating teams are required to come up with a system that doesnt allow tampering with ignition systems of 2W and also prevents fuel theft etc. The system needs to warn the owner about the tampering of the 2 wheeler ignition key/fuel knob etc. when the parking mode is ON. The teams shall develop a mobile application for warning the user/owner. The vehicle should not start when the ignition key switch is tampered with.If the vehicle is lifted during parking mode, the app should alert the user/owner through the app and also track the vehicle.The system should have the following features:Tampering detectiontampering of ignition wireattempt to siphon fuelattempt to lift vehicleattempt to start vehicle without keyApp/mobile warning systemGPS tracking of vehicle","
 https://www.youtube.com/watch?v=aa1zCzilFzw&featur
","
                                                                                                                       NA
                                                                                                                                                                                ",/storage/company_logo/ARAI.jpg
5e00fa83b13f24e35733b387,GE Healthcare,UP176,Software,Healthcare & Biomedical Devices,Virtual Assistant for Medical Device,"For medical imaging device, a good user experience requires to guide technologist to the specific functions they need most and help them in quick decision making during medical imaging/interventional procedures. Instructions provided are often tedious to read.There is need of enhanced customer interaction with intelligent assistant  response. Chatbot can help with artificial intelligence to process language, enabling them to understand human speech or text. They can decipher verbal or written questions and provide responses with appropriate information or direction.Develop Virtual Assistant for medical device workflow user support with below requirements and constraintsEssential requirements:Frontend mobile  web based interface:Connects to a variety of channels, such as websites, documented script and messaging through which users interact with the virtual agent.Natural language processing or any other intelligent technique to understand user work intent, collect relevant parameters from screen, user clicks, previous workflow, words and sentences, and map those to suggestions/insights for user.Key Constraints:Standalone application with web interfaceAbility to adapt to different screen sizes and orientations, security, and network bandwidth.App data storage on cloud/server (thin client)","
 
","
                                                                                                                       NA
                                                                                                                                                                                ",/storage/company_logo/GEHealthcare.jpg
5e00fa83b13f24e35733b388,BEML Limited,AK209,Software,Software - Web App development,Creating Ability to Server Logs Management for Analysis & Report of Heterogeneous Servers,"Description of the problem:Servers are the crux of our IT infrastructure and are often exposed to great risk. The servers are covered under the layer of firewall, but they are still vulnerable and require security measures. The major concern is the source of threat. Extensive usage of remote connectivity causes improper security and lack of monitoring measures on remote networking equipments. It is required to keep an eye on the wrong doers, the data thieves and their work pattern. BEML has about 30 servers housed in Datacentre in heterogeneous environment with OS HPUX, Windows based servers.Outcome expected:Requirement of Server based Monitoring  Analysis Tools to alert the servers with Dashboard report on 30 heterogeneous servers available at our Datacentre.","
 
","
                                                                                                                       NA
                                                                                                                                                                                ",/storage/company_logo/BEMLLimited.jpg
5e00fa83b13f24e35733b389,BEML Limited,AK210,Software,Smart Vehicles,Design of Energy Efficient Regenerative Hydraulic System for 100 Ton Excavator,"An excavator is a construction vehicle used to excavate or move large objects. The excavator uses a Hydraulic system to generate a Hydraulic force to control the mechanical arm of the machine. It also uses a crawler system for its movement.The main sections of an excavator are the undercarriage assembly, revolving frame assy. The undercarriage assembly includes tracks, track frame, and final drives, which have a hydraulic motor and gearing providing the drive to the individual tracks. The revolving frame assembly includes the operator cab, counterweight, engine, fuel and hydraulic oil tanks and work attachment of boom, arm  bucket its actuating cylinders, the swing system has swing machinery of gearbox and driving swing motors with hydrostatic primary brake and parking brake as secondary for safe operation of excavator. The hydraulic control system is actuated by operator sitting in operator cabin seat with Hydraulic joystick.  The revolving structure attaches to the undercarriage by way of slewing bearing system. High pressure oil is supplied to the tracks of hydraulic motors through a hydraulic swivel  joint at the axis of the swing center, allowing the machine to slew 360 unhindered and thus provides the leftandright movement.Saving energy of construction machinery, especially the hydraulic excavator is very essential. The development of new energy saving solutions and efficient hydraulic system have become a priority for OEM's.When hydraulic excavators lower their boom or brake the rotating upper structure, recoverable potential or kinetic energy is available. A new regeneration scheme to recover these energies to reduce the power loss and energy /fuel saving. The total potential energy could be regenerated under the standard operating conditions in the proposed system should be more energy efficient at least 3040 of existing system.Outcome expected:<ul><li>Propose alternative Design for energy efficient Regenerative Hydraulic system for 100 ton Excavator.</li><li>Alternative concept and features should meet or exceed the hydraulic system efficiency of  current hydraulic system.</li><li>Concept needs to be described with block diagram and working principle indicating regeneration of hydraulic energy to be described in hydraulic system line diagram.</li><li>The proposed energy regeneration system to be verified through simulation result which is done in AMESim / Simulink or any other software.</li><li>Need to explain the functional block model, methodology, Algorithm and flow chart used.</li><li>The proposed energy recovery system and control strategy should improve energy recovery efficiency and optimize working performance of the system.</li><li>Proposed regenerative hydraulic circuit to be simulated at various operating conditions. The results shall be explained for energy / power saving, improved efficiency, Reduce losses and hydraulic oil temperature control, etc.</li></ul>","
 
","
AK210PSSIH2020191211152905.pdf
",/storage/company_logo/BEMLLimited.jpg
5e00fa83b13f24e35733b38a,BEML Limited,AK211,Software,Smart Vehicles,BH60M and BH100 with Electronic Transmission,"The Engine, Transmission , equipment dash board system and brake controls  equipped with embedded, digital control Electronic Control Units(ECU)  for  parameters monitoring, display, store and control application. These ECU's are programmable type for changing the configuration depending on power train combinations, customer requirements and field conditions.The ECUs are capable of sending vital/critical data of the equipment over CAN J1939 2.0B communication protocol. A data logger with J1939 2.0B protocol having connectivity with GPS/GPRS/Internet, if fitted, is capable of sending the vital data of the equipment to remote systems/computers.                      Outcome expected:<ul><li>Explore the robustness of the current system and bring out the weak points by hacking into the control software and data stored in ECU.</li></ul>a.Unauthorized access of the ECUs.b.Retrieving of equipment vital/critical data with geo locations.c.Making malfunction/unintended function of ECUs by injecting virus causing potential damages to Engine and Transmission.d.Altering of preloaded sequences to change the way of working of  Transmission.<ul><li>Explore the prospect of replacing existing CAN protocols with new infrastructure or up gradation of existing protocols to avoid hacking.</li><li>Protect the software security functions by reinforcing interfaces and strengthening the application.</li><li>Ensure that vehicles with wireless access points and datacollecting features are protected against hacking events and security breaches.</li><li>Security measures to prevent remote access to vehicle electronics.</li><li>Wireless technologies that could pose vulnerabilities to hacking or privacy intrusions.</li></ul>","
 
","
ProblemStatementsmodifiedAK21120191217175732.pdf
",/storage/company_logo/BEMLLimited.jpg
